lickdecoding
0.8
0.8571428571428571
0.6666666666666666
0.4
0.5714285714285715
0.7499999999999999
0.28571428571428575
0.5714285714285715
0.7499999999999999
0.7499999999999999
0.5714285714285715
0.6666666666666666
0.8
0.5454545454545454
0.6666666666666666
0.6
0.7499999999999999
0.7499999999999999
0.8571428571428571
1.0
1.0
0.6666666666666666
0.5454545454545454
0.5454545454545454
1.0
0.4444444444444444
0.5
0.7499999999999999
0.2222222222222222
0.6666666666666666
0.6666666666666666
0.5714285714285715
0.4
0.6666666666666666
0.8571428571428571
0.6666666666666666
0.5
0.8
0.6666666666666666
0.28571428571428575
0.5714285714285715
0.5714285714285715
0.6666666666666666
1.0
0.25
0.5714285714285715
0.6
0.7499999999999999
0.7499999999999999
0.5714285714285715
0.5714285714285715
0.7499999999999999
0.7499999999999999
0.5714285714285715
0.3333333333333333
0.5714285714285715
0.5
1.0
0.6666666666666666
0.6
0.7499999999999999
0.6666666666666666
1.0
0.7499999999999999
0.7499999999999999
0.8571428571428571
0.8
0.6
0.4444444444444444
0.5714285714285715
0.8571428571428571
0.7499999999999999
0.7499999999999999
0.5714285714285715
0.6666666666666666
1.0
0.8
0.4
0.3333333333333333
0.28571428571428575
0.7499999999999999
0.8
0.7499999999999999
0.6666666666666666
0.6666666666666666
1.0
0.8571428571428571
0.6666666666666666
0.5714285714285715
0.4444444444444444
0.7499999999999999
0.8571428571428571
0.8571428571428571
0.8571428571428571
0.8
0.6666666666666666
0.5714285714285715
0.4
0.4444444444444444
0.5714285714285715
