attackdecoding
0.8
0.6
0.888888888888889
0.888888888888889
0.7272727272727273
1.0
0.8571428571428571
0.888888888888889
0.5714285714285715
0.888888888888889
0.8571428571428571
0.75
0.5
0.6666666666666665
1.0
0.8
1.0
0.8
0.8
1.0
0.888888888888889
1.0
0.888888888888889
0.75
0.6
0.5454545454545454
0.6666666666666666
0.75
0.5714285714285715
0.888888888888889
0.888888888888889
0.6666666666666665
0.8
0.888888888888889
1.0
0.7272727272727273
1.0
0.6
1.0
0.7272727272727273
0.888888888888889
0.8
0.888888888888889
0.7272727272727273
1.0
0.6666666666666665
0.888888888888889
0.888888888888889
0.75
0.6666666666666665
0.8
0.6666666666666665
0.8
0.8
0.7272727272727273
0.888888888888889
0.4444444444444445
0.8
0.6666666666666666
0.5714285714285715
1.0
0.6666666666666665
0.8571428571428571
0.8
0.888888888888889
0.5454545454545454
0.75
0.6666666666666665
1.0
0.7272727272727273
0.8
0.888888888888889
0.5454545454545454
0.8
0.6666666666666665
0.8571428571428571
0.6666666666666665
0.5714285714285715
0.6153846153846153
0.5714285714285715
0.888888888888889
0.888888888888889
0.8
0.6666666666666665
0.888888888888889
0.6666666666666666
1.0
0.888888888888889
0.8
0.75
0.8
0.75
0.7272727272727273
1.0
0.6666666666666666
0.7272727272727273
0.7272727272727273
0.75
0.8
0.5454545454545454
